Genre,Title,price,Stock,Star,UPC,Type,Tax,Number of reviews,desc
Default,The Hunger Games (The Hunger Games #1),29.85,4,5,6d2f70d9424f41a1,Books,0,0,Winning will make you famous. Losing means certain death.The nation of Panem  formed from a post-apocalyptic North America  is a country that consists of a wealthy Capitol region surrounded by 12 poorer districts. Early in its history||Fore More You should read this books. Thanks
Default,Outlander (Outlander #1),19.67,4,5,5de4baa88061a77a,Books,0,0,The year is 1945. Claire Randall  a former combat nurse  is just back from the war and reunited with her husband on a second honeymoon when she walks through a standing stone in one of the ancient circles that dot the British Isles. Suddenly she is a Sassenachâan âoutlanderââin a Scotland torn by war and raiding border clans in the year of Our Lord...1743.Hurled back in ti The year is 1945. Claire Randall||Fore More You should read this books. Thanks
Default,Mockingjay (The Hunger Games #3),20.44,4,4,5212c6acea3359e5,Books,0,0,My name is Katniss Everdeen.Why am I not dead?I should be dead.Katniss Everdeen  girl on fire  has survived||Fore More You should read this books. Thanks
Default,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,4,3,ac337893a9fe0085,Books,0,0,Harry Potter thinks he is an ordinary boy. He lives with his Uncle Vernon  Aunt Petunia and cousin Dudley  who are mean to him and make him sleep in a cupboard under the stairs. (Dudley||Fore More You should read this books. Thanks
Default,Confessions of a Shopaholic (Shopaholic #1),48.94,4,2,a2dc754afb69bb32,Books,0,0,MEET BECKY BLOOMWOOD  AN IRRESISTIBLE HEROINE WITH A BIG HEART  BIG DREAMS --- AND JUST ONE LITTLE WEAKNESS ...Becky Bloomwood has what most twenty-five-year-olds only dream of: a flat in London's trendiest neighborhood||Fore More You should read this books. Thanks
Default,Zero History (Blue Ant #3),34.77,3,1,634b7165c96ebb9f,Books,0,0,The iconic visionary returns with his first new novel since the New York Times bestseller Spook Country. Whatever you do  because you are an artist  will bring you to the next thing of your own... When she sang for The Curfew||Fore More You should read this books. Thanks
Default,World War Z: An Oral History of the Zombie War,21.8,3,1,5d55202da0252627,Books,0,0,The Zombie War came unthinkably close to eradicating humanity. Max Brooks  driven by the urgency of preserving the acid-etched first-hand experiences of the survivors from those apocalyptic years  traveled across the United States of America and throughout the world||Fore More You should read this books. Thanks
Default,Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,3,d30b9215c72cca87,Books,0,0,#1 NATIONAL BESTSELLER  SOON TO BE A MAJOR MOTION PICTURE.At twenty-two  Cheryl Strayed thought she had lost everything. In the wake of her motherâs death||Fore More You should read this books. Thanks
Default,"Where'd You Go, Bernadette",18.13,3,1,07bb35158d9dd3d2,Books,0,0,Bernadette Fox is notorious. To her Microsoft-guru husband  she's a fearlessly opinionated partner; to fellow private-school mothers in Seattle  she's a disgrace; to design mavens||Fore More You should read this books. Thanks
Default,Twilight (Twilight #1),41.93,3,2,b53078de0147f6bf,Books,0,0,About three things I was absolutely positive.First  Edward was a vampire.Second  there was a part of himâand I didn't know how dominant that part might beâthat thirsted for my blood.And third||Fore More You should read this books. Thanks
Default,The Paris Wife,36.8,3,3,fa26798728f5208f,Books,0,0,A deeply evocative story of ambition and betrayal  The Paris Wife captures a remarkable period of time and a love affair between two unforgettable people: Ernest Hemingway and his wife Hadley.Chicago  1920: Hadley Richardson is a quiet twenty-eight-year-old who has all but given up on love and happinessâuntil she meets Ernest Hemingway and her life changes forever. Followi A deeply evocative story of ambition and betrayal||Fore More You should read this books. Thanks
Default,The Maze Runner (The Maze Runner #1),20.93,3,1,4266f48a0aa1c37d,Books,0,0,If you ainât scared  you ainât human.When Thomas wakes up in the lift  the only thing he can remember is his name. Heâs surrounded by strangersâboys whose memories are also gone.Nice to meet ya||Fore More You should read this books. Thanks
Default,The Lover's Dictionary,58.09,3,2,36c15687f5ab0f7c,Books,0,0,basis  n.There has to be a moment at the beginning when you wonder whether you're in love with the person or in love with the feeling of love itself.If the moment doesn't pass  that's itâyou're done. And if the moment does pass||Fore More You should read this books. Thanks
Default,The Goldfinch,43.58,3,3,c88422d8959260ab,Books,0,0,It begins with a boy. Theo Decker  a thirteen-year-old New Yorker  miraculously survives an accident that kills his mother. Abandoned by his father||Fore More You should read this books. Thanks
Default,The Giver (The Giver Quartet #1),12.3,3,1,e2dac1f4739e0bd5,Books,0,0,Featuring photographic artwork from the feature film on the cover  this handsome edition of The Giver is perfect for fans of the movie and the literary classic. Lois Lowry's 1994 Newbery Medalâwinning tale has become one of the most influential novels of our time. The haunting story centers on Jonas who lives in a seemingly ideal  if colorless||Fore More You should read this books. Thanks
Default,The Girl Who Played with Fire (Millennium Trilogy #2),22.14,3,2,bfa9cb304075d3e8,Books,0,0,Mikael Blomkvist  crusading journalist and publisher of the magazine Millennium  has decided to run a story that will expose an extensive sex trafficking operation between Eastern Europe and Sweden||Fore More You should read this books. Thanks
Default,The Demon-Haunted World: Science as a Candle in the Dark,52.25,3,4,f51062bf579507d9,Books,0,0,How can we make intelligent decisions about our increasingly technology-driven lives if we don't understand the difference between the myths of pseudoscience and the testable hypotheses of science? Pulitzer Prize-winning author and distinguished astronomer Carl Sagan argues that scientific thinking is critical not only to the pursuit of truth but to the very well-being of How can we make intelligent decisions about our increasingly technology-driven lives if we don't understand the difference between the myths of pseudoscience and the testable hypotheses of science? Pulitzer Prize-winning author and distinguished astronomer Carl Sagan argues that scientific thinking is critical not only to the pursuit of truth but to the very well-being of our democratic institutions.Casting a wide net through history and culture  Sagan examines and authoritatively debunks such celebrated fallacies of the past as witchcraft  faith healing||Fore More You should read this books. Thanks
Default,The Book Thief,53.49,3,2,a75e274c8814b539,Books,0,0,Itâs just a small story really  about among other things: a girl  some words||Fore More You should read this books. Thanks
Default,The Autobiography of Malcolm X,23.43,3,2,b04a6a0db525857d,Books,0,0,From hustling  drug addiction and armed violence in America's black ghettos Malcolm X turned  in a dramatic prison conversion||Fore More You should read this books. Thanks
Default,Shopaholic & Baby (Shopaholic #5),46.45,3,2,c57d3c96af23c297,Books,0,0,Becky Brandon (nee Bloomwood) is pregnant! She couldn't be more overjoyed-especially since discovering that shopping cures morning sickness. Everything has got to be perfect for her baby: from the designer nursery . . . to the latest  coolest pram . . . to the celebrity  must-have obstetrician. But when the celebrity obstetrician turns out to be her husband Luke's glamorou Becky Brandon (nee Bloomwood) is pregnant! She couldn't be more overjoyed-especially since discovering that shopping cures morning sickness. Everything has got to be perfect for her baby: from the designer nursery . . . to the latest||Fore More You should read this books. Thanks
Default,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,3,1,3c565df219ba3274,Books,0,0,"At least one-third of the people we know are introverts. They are the ones who prefer listening to speaking  reading to partying; who innovate and create but dislike self-promotion; who favor working on their own over brainstorming in teams. Although they are often labeled ""quiet "" it is to introverts that we owe many of the great contributions to society--from van Goghâs At least one-third of the people we know are introverts. They are the ones who prefer listening to speaking||Fore More You should read this books. Thanks"
Default,Packing for Mars: The Curious Science of Life in the Void,56.68,3,2,8e2dfd6bcf48e1e6,Books,0,0,The best-selling author of Stiff and Bonk explores the irresistibly strange universe of space travel and life without gravity. Space is a world devoid of the things we need to live and thrive: air  gravity  hot showers||Fore More You should read this books. Thanks
Default,Orange Is the New Black,24.61,3,2,8378c899988905ee,Books,0,0,With a career  a boyfriend  and a loving family||Fore More You should read this books. Thanks
Default,One for the Money (Stephanie Plum #1),32.87,3,2,3250650a5c4e6f07,Books,0,0,Pestered by her close New Jersey family  Stephanie Plum offers to catch high-school crush Joe Morelli  cop turned bail jumper||Fore More You should read this books. Thanks
Default,Morning Star (Red Rising #3),29.4,3,1,7ce5a92baabb6bc0,Books,0,0,Darrow would have lived in peace  but his enemies brought him war. The Gold overlords demanded his obedience  hanged his wife||Fore More You should read this books. Thanks
Default,Life After Life,26.13,3,2,4ec53ff7e2263f32,Books,0,0,On a cold and snowy night in 1910  Ursula Todd is born  the third child of a wealthy English banker and his wife. Sadly||Fore More You should read this books. Thanks
Default,"Lean In: Women, Work, and the Will to Lead",25.02,3,1,d5e1a9bfe22bbf9f,Books,0,0,Sheryl Sandbergâs Lean In is a massive cultural phenomenon and its title has become an instant catchphrase for empowering women. The book soared to the top of bestseller lists internationally  igniting global conversations about women and ambition. Sandberg packed theatres  dominated opinion pages||Fore More You should read this books. Thanks
Default,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,3,034829ffdd0a0aea,Books,0,0,Mindy Kaling has lived many lives: the obedient child of immigrant professionals  a timid chubster afraid of her own bike  a Ben Affleckâimpersonating Off-Broadway performer and playwright||Fore More You should read this books. Thanks
Default,Gone Girl,37.6,3,5,d5c588b6f9c015e4,Books,0,0,On a warm summer morning in North Carthage  Missouri  it is Nick and Amy Dunneâs fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nickâs clever and beautiful wife disappears. Husband-of-the-Year Nick isnât doing himself any favors with cringe-worthy daydreams about the slope and shape of his wifeâs head||Fore More You should read this books. Thanks
Default,Fellside,38.62,3,1,147019cae600694e,Books,0,0,The unmissable and highly anticipated new literary thriller from the author of the international phenomenon The Girl With All the Gifts. Fellside is a maximum security prison on the edge of the Yorkshire Moors. It's not the kind of place you'd want to end up. But it's where Jess Moulson could be spending the rest of her life. It's a place where even the walls whisper. And The unmissable and highly anticipated new literary thriller from the author of the international phenomenon The Girl With All the Gifts. Fellside is a maximum security prison on the edge of the Yorkshire Moors. It's not the kind of place you'd want to end up. But it's where Jess Moulson could be spending the rest of her life. It's a place where even the walls whisper. And one voice belongs to a little boy with a message for Jess.Will she listen? ...more||Fore More You should read this books. Thanks
Default,Eclipse (Twilight #3),18.74,3,1,73f71f9556442117,Books,0,0,"""BELLA?""Edward's soft voice came from behind me. I turned to see him spring lightly up the porch steps  his hair windblown from running. He pulled me into his arms at once  just like he had in the parking lot||Fore More You should read this books. Thanks"
Default,Dracula,52.62,3,3,a7ec599c1a547746,Books,0,0,"A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest "" the original opening chapter to Dracula. Reviews and Reactions reprints five early revi A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest "" the original opening chapter to Dracula. Reviews and Reactions reprints five early reviews of the novel. ""Dramatic and Film Variations"" focuses on theater and film adaptations of Dracula||Fore More You should read this books. Thanks"
Default,Dead Wake: The Last Crossing of the Lusitania,39.24,3,5,04d858cdeeee0da4,Books,0,0,#1 New York Times BestsellerFrom thebestselling author and master of narrative nonfiction comes the enthralling story of the sinking of the LusitaniaOn May 1  1915  with WWI entering its tenth month||Fore More You should read this books. Thanks
Default,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,3,1,d234ddecef49ef4e,Books,0,0,In his #1 bestselling books The Tipping Point  Blink  and Outliers||Fore More You should read this books. Thanks
Default,Dark Places,23.9,3,5,66937c669c4da072,Books,0,0,"FROM THE #1 NEW YORK TIMES BESTSELLING AUTHOR OF GONE GIRLLibby Day was seven when her mother and two sisters were murdered in âThe Satan Sacrifice"" of Kinnakee  Kansas.â She survivedâand famously testified that her fifteen-year-old brother  Ben||Fore More You should read this books. Thanks"
Default,Breaking Dawn (Twilight #4),35.28,3,5,bbfc4a3b7b6c94a0,Books,0,0,When you loved the one who was killing you  it left you no options. How could you run  how could you fight||Fore More You should read this books. Thanks
Default,Beautiful Creatures (Caster Chronicles #1),21.55,3,5,5439bae708bca198,Books,0,0,Lena Duchannes is unlike anyone the small Southern town of Gatlin has ever seen  and she's struggling to conceal her power  and a curse that has haunted her family for generations. But even within the overgrown gardens||Fore More You should read this books. Thanks
Default,A Visit from the Goon Squad,14.08,3,5,5dbd6ec4e154ad2f,Books,0,0,Bennie is an aging former punk rocker and record executive. Sasha is the passionate  troubled young woman he employs. Here Jennifer Egan brilliantly reveals their pasts  along with the inner lives of a host of other characters whose paths intersect with theirs. With music pulsing on every page||Fore More You should read this books. Thanks
Default,The Zombie Room,19.69,1,5,9c96cd1329fbd82d,Books,0,0,An unlikely bond is forged between three men from very different backgrounds when they serve time together in prison. A series of wrong turns and disastrous life choices has led to their incarceration. Following their release  Mangle  Decker and Tazeem stick together as they return to a life of crime||Fore More You should read this books. Thanks
Default,The Name of the Wind (The Kingkiller Chronicle #1),50.59,1,3,c8614adb1a90b027,Books,0,0,Told in Kvothe's own voice  this is the tale of the magically gifted young man who grows to be the most notorious wizard his world has ever seen. The intimate narrative of his childhood in a troupe of traveling players  his years spent as a near-feral orphan in a crime-ridden city||Fore More You should read this books. Thanks
Default,Taking Shots (Assassins #1),18.88,1,2,a7eef9d6795422c1,Books,0,0,Elli Fisher has never thought she was good enough  let it be her job  her weight||Fore More You should read this books. Thanks
Default,Shatter Me (Shatter Me #1),42.4,1,1,9ed7090d8fa690b0,Books,0,0,I have a curseI have a giftI am a monsterI'm more than humanMy touch is lethalMy touch is powerI am their weaponI will fight backJuliette hasnât touched anyone in exactly 264 days.The last time she did  it was an accident  but The Reestablishment locked her up for murder. No one knows why Julietteâs touch is fatal. As long as she doesnât hurt anyone else||Fore More You should read this books. Thanks
Default,Paradise Lost (Paradise #1),24.96,1,1,849db7ab7f4a640c,Books,0,0,âBetter to reign in Hell  than serve in Heavân â¦âIn Paradise Lost  Milton produced a poem of epic scale||Fore More You should read this books. Thanks
Default,On the Road (Duluoz Legend),32.36,1,3,9ff997ab15713e53,Books,0,0,"On the Road chronicles Jack Kerouac's years traveling the North American continent with his friend Neal Cassady  ""a sideburned hero of the snowy West."" As ""Sal Paradise"" and ""Dean Moriarty "" the two roam the country in a quest for self-knowledge and experience. Kerouac's love of America||Fore More You should read this books. Thanks"
Default,Jane Eyre,38.43,1,5,8d390a1fc3133d06,Books,0,0,Orphaned into the household of her Aunt Reed at Gateshead  subject to the cruel regime at Lowood charity school  Jane Eyre nonetheless emerges unbroken in spirit and integrity. She takes up the post of governess at Thornfield||Fore More You should read this books. Thanks
Default,Frankenstein,38,1,2,a492f49a3e2b6a71,Books,0,0,Mary Shelley began writing Frankenstein when she was only eighteen. At once a Gothic thriller  a passionate romance  and a cautionary tale about the dangers of science||Fore More You should read this books. Thanks
Science Fiction,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,19,1,e30f54cea9b38190,Books,0,0,Andrew Barger  award-winning author and engineer  has extensively researched forgotten journals and magazines of the early 19th century to locate groundbreaking science fiction short stories in the English language. In doing so||Fore More You should read this books. Thanks
Science Fiction,Join,35.67,16,5,18ad3ed896c7ce05,Books,0,0,What if you could live multiple lives simultaneously  have constant  perfect companionship||Fore More You should read this books. Thanks
Science Fiction,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,15,4,9270575728a13a61,Books,0,0,MAY THE VERSE BE WITH YOU!Return once more to a galaxy far  far away with this sublime retelling of George Lucas's epic Star Wars in the style of the immortal Bard of Avon. The saga of a wise (Jedi) knight and an evil (Sith) lord  of a beautiful princess held captive and a young hero coming of age||Fore More You should read this books. Thanks
Science Fiction,The Project,10.65,15,1,790ef197c8f236f5,Books,0,0,Welcome to Adrianna  a new country isolated for years and shrouded in mystery. Itâs home to the Leafers  an assembly of the most intelligent minds in the world. When Leafer President John Greenleaf opens Adriannaâs doors for the filming of a documentary||Fore More You should read this books. Thanks
Science Fiction,Soft Apocalypse,26.12,15,2,2a70769cdc6eb8b8,Books,0,0,"What happens when resources become scarce and society starts to crumble? As the competition for resources pulls America's previously stable society apart  the ""New Normal"" is a Soft Apocalypse. This is how our world ends; with a whimper instead of a bang. New social structures and tribal connections spring up across America  as the previous social structures begin to disso What happens when resources become scarce and society starts to crumble? As the competition for resources pulls America's previously stable society apart||Fore More You should read this books. Thanks"
Science Fiction,Sleeping Giants (Themis Files #1),48.74,11,1,f435aa99d864077d,Books,0,0,A page-turning debut in the tradition of Michael Crichton  World War Z  and The Martian||Fore More You should read this books. Thanks
Science Fiction,Arena,21.36,11,4,2c34f9432069b52b,Books,0,0,A fast-paced and gripping near-future science fiction debut about the gritty world of competitive gaming...Every week  Kali Ling fights to the death on national TV. Sheâs died hundreds of times. And it never gets easier... The RAGE tournamentsâthe Virtual Gaming Leagueâs elite competition where the best gamers in the world compete in a no-holds-barred fight to the digital A fast-paced and gripping near-future science fiction debut about the gritty world of competitive gaming...Â Every week  Kali Ling fights to the death on national TV. Sheâs died hundreds of times. And it never gets easier...Â  The RAGE tournamentsâthe Virtual Gaming Leagueâs elite competition where the best gamers in the world compete in a no-holds-barred fight to the digital death. Every bloody kill is broadcast to millions. Every player is a modern gladiatorâleading a life of ultimate fame||Fore More You should read this books. Thanks
Science Fiction,Foundation (Foundation (Publication Order) #1),32.42,5,1,3fc124f59f3068e4,Books,0,0,For twelve thousand years the Galactic Empire has ruled supreme. Now it is dying. But only Hari Seldon  creator of the revolutionary science of psychohistory  can see into the future -- to a dark age of ignorance||Fore More You should read this books. Thanks
Science Fiction,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,3,1,0e92ccf1bd39e68f,Books,0,0,Facing annihilation at the hands of the warlike Vogons is a curious time to have a craving for tea. It could only happen to the cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle across space powered by pure improbabilityband desperately in search of a place to eat.Among Arthur's motley shipmates are Ford Prefect  a longtime friend and expert Facing annihilation at the hands of the warlike Vogons is a curious time to have a craving for tea. It could only happen to the cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle across space powered by pure improbabilityband desperately in search of a place to eat.Among Arthur's motley shipmates are Ford Prefect  a longtime friend and expert contributor to the Hitchhiker's Guide to the Galaxy; Zaphod Beeblebrox||Fore More You should read this books. Thanks
Science Fiction,Ready Player One,19.07,3,4,2ef5dc7e278e562a,Books,0,0,In the year 2044  reality is an ugly place. The only time teenage Wade Watts really feels alive is when he's jacked into the virtual utopia known as the OASIS. Wade's devoted his life to studying the puzzles hidden within this world's digital confines  puzzles that are based on their creator's obsession with the pop culture of decades past and that promise massive power an In the year 2044||Fore More You should read this books. Thanks
Science Fiction,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,3,2,4b3f4f151c99f472,Books,0,0,The unhappy inhabitants of planet Krikkit are sick of looking at the night sky above their headsâso they plan to destroy it. The universe  that is. Now only five individuals stand between the killer robots of Krikkit and their goal of total annihilation.They are Arthur Dent  a mild-mannered space and time traveler who tries to learn how to fly by throwing himself at the gr The unhappy inhabitants of planet Krikkit are sick of looking at the night sky above their headsâso they plan to destroy it. The universe||Fore More You should read this books. Thanks
Science Fiction,Dune (Dune #1),54.86,3,1,36d5884d44484277,Books,0,0,Set in the far future amidst a sprawling feudal interstellar empire where planetary dynasties are controlled by noble houses that owe an allegiance to the imperial House Corrino  Dune tells the story of young Paul Atreides (the heir apparent to Duke Leto Atreides and heir of House Atreides) as he and his family accept control of the desert planet Arrakis  the only source o Set in the far future amidst a sprawling feudal interstellar empire where planetary dynasties are controlled by noble houses that owe an allegiance to the imperial House Corrino||Fore More You should read this books. Thanks
Science Fiction,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,3,1,98330e431e56a9ea,Books,0,0,By 2021  the World War has killed millions  driving entire species into extinction and sending mankind off-planet. Those who remain covet any living creature||Fore More You should read this books. Thanks
Science Fiction,Three Wishes (River of Time: California #1),44.18,1,2,460f97a346b44bac,Books,0,0,BE CAREFUL WHAT YOU WISH FOR. BECAUSE YOU JUST MIGHT GET IT. Zara Ruiz is a normal California girl on the verge of graduating high school and thinking about her dawning future. But when dusk brings a shattering lossâand she discovers a priceless object in the shallows of a tide poolâshe is thrust a hundred-and-eighty years into the past. There she meets handsome ranchero J BE CAREFUL WHAT YOU WISH FOR. BECAUSE YOU JUST MIGHT GET IT. Zara Ruiz is a normal California girl on the verge of graduating high school and thinking about her dawning future. But when dusk brings a shattering lossâand she discovers a priceless object in the shallows of a tide poolâshe is thrust a hundred-and-eighty years into the past. There she meets handsome ranchero Javier de la Venturaâwho has big dreams and bigger secretsâalong with his enchanting family  in a land that is at once familiar  and yet utterly foreign. Between cattle rustlers||Fore More You should read this books. Thanks
Science Fiction,The Last Girl (The Dominion Trilogy #1),36.26,1,2,16c71736dae78764,Books,0,0,A mysterious worldwide epidemic reduces the birthrate of female infants from 50 percent to less than 1 percent. Medical science and governments around the world scramble in an effort to solve the problem  but twenty-five years later there is no cure  and an entire generation grows up with a population of fewer than a thousand women.Zoey and some of the surviving young wome A mysterious worldwide epidemic reduces the birthrate of female infants from 50 percent to less than 1 percent. Medical science and governments around the world scramble in an effort to solve the problem||Fore More You should read this books. Thanks
Science Fiction,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,1,4,6717a70913b3db79,Books,0,0,Meganâs ready to give birth  but sheâs not ready to let her mate leave her side. When Cashol must go hunting to feed the tribe  theyâre separated for the first time since resonance. Not a problem||Fore More You should read this books. Thanks
Sports and Games,The Book of Basketball: The NBA According to The Sports Guy,44.84,3,5,08decd9664e5d56e,Books,0,0,There is only one writer on the planet who possesses enough basketball knowledge and passion to write the definitive book on the NBA.* Bill Simmons  the from-the-womb hoops addict known to millions as ESPN.comâs Sports Guy  is that writer. And The Book of Basketball is that book. Nowhere in the roundball universe will you find another single volume that covers as much in s There is only one writer on the planet who possesses enough basketball knowledge and passion to write the definitive book on the NBA.* Bill Simmons||Fore More You should read this books. Thanks
Sports and Games,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,3,a9aa3ed5b316470b,Books,0,0,Return once again to the enduring account of life in the Mojo lane  to the Permian Panthers of Odessa -- the winningest high school football team in Texas history. Odessa is not known to be a town big on dreams  but the Panthers help keep the hopes and dreams of this small||Fore More You should read this books. Thanks
Sports and Games,Sugar Rush (Offensive Line #2),24.42,2,1,ce42e3de94226b2b,Books,0,0,Colt Avery is on fire. Dubbed one of the NFL's best kept secrets  he's in the spotlight for the first time in his career. Women want him  coaches are courting him||Fore More You should read this books. Thanks
Sports and Games,Settling the Score (The Summer Games #1),44.91,1,2,132adf7335bb384a,Books,0,0,From the USA TODAY Bestselling author of Scoring Wilder  comes a sexy new standalone novel.As an Olympic rookie  Andie Foster has spent far more time in her cleats than between the sheets. For 21 years||Fore More You should read this books. Thanks
Sports and Games,Icing (Aces Hockey #2),40.44,1,4,3455b45888fb5053,Books,0,0,Hailed by Jami Davenport as her âgo-to author for hockey romance â the bestselling author of the Heller Brothers Hockey series sets the ice ablaze with another sexy novel featuring the gorgeous men of the Chicago Aces.Duncan Armstrong may be an NHL star  but heâs a country boy at heart. His ultimate fantasy is going home with the Stanley Cup||Fore More You should read this books. Thanks
Add a comment,The Torch Is Passed: A Harding Family Story,19.09,16,1,4eed62cf5f8d8edf,Books,0,0,Andrea Harding is a recent college graduate looking forward to attending Duke Law School when her world is turned upside down by the shooting of her father  Nicholas  and uncle||Fore More You should read this books. Thanks
Add a comment,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,16,4,31075275518532d7,Books,0,0,Is anxiety and fear a problem for you? Have you tried to win the war with your anxious mind and body  only to end up feeling frustrated  powerless||Fore More You should read this books. Thanks
Add a comment,The Art Forger,40.76,16,3,80cfab6bcff3a244,Books,0,0,On March 18  1990  thirteen works of art today worth over $500 million were stolen from the Isabella Stewart Gardner Museum in Boston. It remains the largest unsolved art heist in history||Fore More You should read this books. Thanks
Add a comment,On a Midnight Clear,14.07,16,3,b757c0c361e689ce,Books,0,0,It's Christmas Eve and private investigator Adam Fraley has lost his way while traveling a remote rural road in the foothills of the Colorado Rockies during a heavy snowstorm. At a loss as to where to turn next  he happens upon an isolated cabin in the woods where he stops to seek directions. There to greet him is the dwelling's lone inhabitant  an enchanting young girl wh It's Christmas Eve and private investigator Adam Fraley has lost his way while traveling a remote rural road in the foothills of the Colorado Rockies during a heavy snowstorm. At a loss as to where to turn next||Fore More You should read this books. Thanks
Add a comment,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,16,2,228f74b74f3a08ae,Books,0,0,Displaying the most impressive throws  compelling armbars  dominant pins||Fore More You should read this books. Thanks
Add a comment,"Shobu Samurai, Project Aryoku (#3)",29.06,15,3,0c27e6c3744fc14b,Books,0,0,Welcome to the Ark. In a place known as the Six Civilizations all is not as it seems  the six leaders though living in peace for the last decade soon find themselves struck by tragedy again! When the grandson of Chaos P. Karafuta  the world's infamous scientist and inventor||Fore More You should read this books. Thanks
Add a comment,Modern Romance,28.26,15,5,caf4fe9311f1dc59,Books,0,0,Now a New York Times BestsellerA hilarious  thoughtful  and in-depth exploration of thepleasures and perils of modern romance from one of this generationâs sharpest comedic voicesAt some point||Fore More You should read this books. Thanks
Add a comment,The White Queen (The Cousins' War #1),25.91,14,5,6875c5657661b2fb,Books,0,0,Philippa Gregory presents the first of a new series set amid the deadly feuds of England known as the Wars of the Roses.Brother turns on brother to win the ultimate prize  the throne of England  in this dazzling account of the wars of the Plantagenets. They are the claimants and kings who ruled England before the Tudors||Fore More You should read this books. Thanks
Add a comment,The Song of Achilles,37.4,14,5,e88fb1c9397cfb27,Books,0,0,Greece in the age of heroes. Patroclus  an awkward young prince  has been exiled to the court of King Peleus and his perfect son Achilles. Despite their difference||Fore More You should read this books. Thanks
Add a comment,The Immortal Life of Henrietta Lacks,40.67,14,2,f72f61ad6a5f12ed,Books,0,0,Henrietta Lacks  as HeLa  is known to present-day scientists for her cells from cervical cancer. She was a poor Southern tobacco farmer who worked the same land as her slave ancestors||Fore More You should read this books. Thanks
Add a comment,The Dovekeepers,48.78,14,1,3d76bc83c6b644c9,Books,0,0,Blends mythology  magic  archaeology and women. Traces four women||Fore More You should read this books. Thanks
Add a comment,More Than Music (Chasing the Dream #1),37.61,14,2,47d47155e89c8be7,Books,0,0,Classical musician Maddie Taylor secretly dreams of a louder life  but geeky girls like her don't get to be rock stars. That is  until tattooed singer Jared Cross catches her playing guitar and invites her to join his band on The Sound||Fore More You should read this books. Thanks
Add a comment,Code Name Verity (Code Name Verity #1),22.13,14,4,33a3e0e3ffde0dcd,Books,0,0,I have two weeks. You'll shoot me at the end no matter what I do.That's what you do to enemy agents. It's what we do to enemy agents. But I look at all the dark and twisted roads ahead and cooperation is the easy way out. Possibly the only way out for a girl caught red-handed doing dirty work like mine - and I will do anything  anything to avoid SS-HauptsturmfÃ¼hrer von Lin I have two weeks. You'll shoot me at the end no matter what I do.That's what you do to enemy agents. It's what we do to enemy agents. But I look at all the dark and twisted roads ahead and cooperation is the easy way out. Possibly the only way out for a girl caught red-handed doing dirty work like mine - and I will do anything  anything to avoid SS-HauptsturmfÃ¼hrer von Linden interrogating me again.He has said that I can have as much paper as I need. All I have to do is cough up everything I can remember about the British War Effort. And I'm going to. But the story of how I came to be here starts with my friend Maddie. She is the pilot who flew me into France - an Allied Invasion of Two.We are a sensational team. ...more||Fore More You should read this books. Thanks
Add a comment,Cell,20.29,14,4,bfbb54bc8cdeed2b,Books,0,0,Witness Stephen King's triumphant  blood-spattered return to the genre that made him famous. Cell  the king of horror's homage to zombie films (the book is dedicated in part to George A. Romero) is his goriest||Fore More You should read this books. Thanks
Add a comment,Angels Walking (Angels Walking #1),34.2,14,2,1fbb5f786e53a0ce,Books,0,0,When former national baseball star Tyler Ames suffers a career-ending injury  all he can think about is putting his life back together the way it was before. He has lost everyone he loves on his way to the big leagues. Then just when things seem to be turning around  Tyler hits rock bottom. Across the country||Fore More You should read this books. Thanks
